Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
,,500.0,5871.0,-6.2,71.0,72.0,16.0
,,450.0,6688.0,-11.0,79.0,75.0,19.0
,,400.0,7584.0,-16.3,96.0,84.0,19.0
,,350.0,8577.0,-22.6,100.0,96.0,19.0
,,300.0,9690.0,-30.6,99.0,118.0,19.0
,,250.0,10957.0,-41.2,100.0,141.0,10.0
,,200.0,12427.0,-54.7,100.0,67.0,2.0
,,150.0,14205.0,-68.5,97.0,35.0,8.0
,,100.0,16576.0,-75.9,50.0,109.0,18.0
b'13.0000',b'-121.0000',1011.2,0.0,27.9,74.0,138.0,2.0
,,1000.0,98.0,26.9,74.0,137.0,2.0
,,975.0,322.0,24.7,82.0,133.0,2.0
,,950.0,550.0,22.7,89.0,127.0,2.0
,,925.0,782.0,21.4,84.0,128.0,3.0
,,900.0,1020.0,20.1,83.0,126.0,3.0
,,850.0,1513.0,17.8,82.0,113.0,6.0
,,800.0,2030.0,15.5,80.0,99.0,8.0
,,750.0,2576.0,12.7,79.0,84.0,10.0
,,700.0,3154.0,9.5,80.0,72.0,12.0
,,650.0,3766.0,6.2,78.0,67.0,15.0
,,600.0,4418.0,2.5,78.0,68.0,15.0
,,550.0,5117.0,-1.8,80.0,74.0,15.0
,,500.0,5870.0,-6.2,77.0,77.0,17.0
,,450.0,6687.0,-10.8,81.0,80.0,19.0
,,400.0,7584.0,-16.0,97.0,98.0,18.0
,,350.0,8578.0,-22.4,100.0,120.0,15.0
,,300.0,9692.0,-30.8,98.0,119.0,12.0
,,250.0,10958.0,-41.3,91.0,136.0,8.0
,,200.0,12428.0,-54.5,87.0,104.0,9.0
,,150.0,14204.0,-69.1,95.0,71.0,12.0
,,100.0,16578.0,-75.7,48.0,109.0,17.0
b'13.0000',b'-120.0000',1011.3,0.0,27.5,75.0,114.0,2.0
,,1000.0,99.0,26.5,76.0,112.0,2.0
,,975.0,323.0,24.8,78.0,105.0,2.0
,,950.0,551.0,23.2,77.0,112.0,3.0
,,925.0,784.0,21.6,79.0,113.0,4.0
,,900.0,1021.0,20.0,82.0,107.0,5.0
,,850.0,1513.0,17.5,85.0,95.0,7.0
,,800.0,2031.0,15.1,86.0,86.0,9.0
,,750.0,2576.0,12.2,87.0,81.0,11.0
,,700.0,3153.0,9.1,87.0,75.0,13.0
,,650.0,3764.0,5.9,85.0,69.0,15.0
,,600.0,4417.0,2.5,85.0,71.0,16.0
,,550.0,5116.0,-1.9,92.0,76.0,17.0
,,500.0,5868.0,-6.2,96.0,75.0,18.0
,,450.0,6687.0,-10.6,97.0,76.0,17.0
,,400.0,7584.0,-15.8,100.0,87.0,15.0
,,350.0,8579.0,-22.2,100.0,108.0,13.0
,,300.0,9693.0,-30.8,100.0,115.0,15.0
,,250.0,10958.0,-41.4,100.0,102.0,10.0
,,200.0,12428.0,-54.5,100.0,121.0,8.0
,,150.0,14202.0,-69.6,100.0,84.0,13.0
,,100.0,16578.0,-75.3,45.0,105.0,16.0
b'13.0000',b'-119.0000',1011.3,0.0,27.6,73.0,124.0,0.0
,,1000.0,100.0,26.6,75.0,127.0,0.0
,,975.0,323.0,24.6,81.0,122.0,1.0
,,950.0,551.0,23.1,80.0,98.0,2.0
,,925.0,784.0,21.5,80.0,87.0,4.0
,,900.0,1021.0,20.1,82.0,85.0,6.0
,,850.0,1513.0,17.5,83.0,85.0,8.0
,,800.0,2031.0,15.1,81.0,81.0,12.0
,,750.0,2576.0,12.2,79.0,81.0,16.0
,,700.0,3152.0,8.9,83.0,83.0,18.0
,,650.0,3763.0,5.8,87.0,85.0,16.0
,,600.0,4415.0,2.2,92.0,89.0,16.0
,,550.0,5114.0,-1.9,98.0,87.0,18.0
,,500.0,5867.0,-5.9,99.0,84.0,19.0
,,450.0,6686.0,-10.6,100.0,81.0,18.0
,,400.0,7584.0,-15.8,100.0,87.0,18.0
,,350.0,8578.0,-22.3,100.0,109.0,16.0
,,300.0,9693.0,-30.6,100.0,117.0,10.0
,,250.0,10958.0,-41.4,100.0,105.0,8.0
,,200.0,12429.0,-54.4,100.0,117.0,10.0
,,150.0,14203.0,-69.6,100.0,84.0,12.0
,,100.0,16577.0,-74.9,43.0,97.0,17.0
b'13.0000',b'-118.0000',1011.0,0.0,27.4,80.0,94.0,7.0
,,1000.0,97.0,26.6,78.0,94.0,8.0
,,975.0,320.0,24.9,79.0,95.0,9.0
,,950.0,548.0,23.7,74.0,97.0,10.0
,,925.0,782.0,22.2,75.0,99.0,12.0
,,900.0,1020.0,20.9,76.0,101.0,12.0
,,850.0,1513.0,18.1,78.0,94.0,11.0
,,800.0,2031.0,15.4,76.0,88.0,12.0
,,750.0,2576.0,12.2,76.0,92.0,16.0
,,700.0,3152.0,8.9,82.0,97.0,18.0
,,650.0,3763.0,5.6,87.0,108.0,18.0
,,600.0,4415.0,2.2,88.0,117.0,20.0
,,550.0,5114.0,-1.6,91.0,108.0,20.0
,,500.0,5868.0,-5.9,94.0,87.0,18.0
,,450.0,6687.0,-10.5,95.0,88.0,18.0
,,400.0,7585.0,-16.0,99.0,101.0,16.0
,,350.0,8579.0,-22.4,93.0,112.0,15.0
,,300.0,9692.0,-30.7,97.0,117.0,14.0
,,250.0,10959.0,-41.2,100.0,128.0,9.0
,,200.0,12431.0,-54.1,100.0,149.0,6.0
,,150.0,14206.0,-69.8,100.0,82.0,9.0
,,100.0,16577.0,-74.6,40.0,93.0,19.0
b'13.0000',b'-117.0000',1011.0,0.0,27.6,82.0,106.0,9.0
,,1000.0,96.0,26.5,81.0,105.0,10.0
,,975.0,320.0,24.5,87.0,104.0,10.0
,,950.0,548.0,22.9,88.0,99.0,12.0
,,925.0,781.0,21.6,87.0,99.0,14.0
,,900.0,1019.0,20.5,86.0,101.0,14.0
,,850.0,1512.0,17.9,88.0,102.0,14.0
,,800.0,2030.0,15.9,74.0,99.0,15.0
,,750.0,2577.0,12.9,69.0,105.0,16.0
,,700.0,3154.0,9.5,70.0,119.0,17.0
,,650.0,3765.0,6.1,66.0,131.0,20.0
,,600.0,4417.0,2.5,69.0,128.0,20.0
,,550.0,5116.0,-1.9,88.0,114.0,18.0
,,500.0,5869.0,-6.2,97.0,97.0,19.0
,,450.0,6688.0,-10.2,90.0,91.0,16.0
,,400.0,7587.0,-15.6,90.0,101.0,13.0
,,350.0,8581.0,-22.6,93.0,106.0,11.0
,,300.0,9694.0,-30.6,84.0,99.0,16.0
,,250.0,10959.0,-41.5,87.0,129.0,13.0
,,200.0,12429.0,-54.5,100.0,165.0,5.0
,,150.0,14206.0,-69.1,100.0,50.0,8.0
,,100.0,16575.0,-74.6,41.0,90.0,22.0
b'13.0000',b'-116.0000',1011.2,0.0,27.8,81.0,123.0,8.0
,,1000.0,98.0,26.7,80.0,122.0,9.0
,,975.0,322.0,24.6,87.0,121.0,9.0
,,950.0,550.0,22.9,90.0,114.0,9.0
,,925.0,783.0,21.6,87.0,105.0,11.0
,,900.0,1021.0,20.2,87.0,103.0,11.0
,,850.0,1514.0,17.4,91.0,101.0,13.0
,,800.0,2032.0,16.0,70.0,94.0,13.0
,,750.0,2578.0,12.8,69.0,105.0,12.0
,,700.0,3154.0,9.0,68.0,126.0,15.0
,,650.0,3765.0,6.0,61.0,132.0,21.0
,,600.0,4417.0,3.0,57.0,124.0,21.0
,,550.0,5117.0,-1.8,76.0,114.0,18.0
,,500.0,5870.0,-6.3,92.0,102.0,17.0
,,450.0,6688.0,-10.5,93.0,86.0,16.0
,,400.0,7586.0,-15.8,90.0,85.0,13.0
,,350.0,8580.0,-22.4,99.0,92.0,12.0
,,300.0,9694.0,-30.6,99.0,78.0,14.0
,,250.0,10958.0,-41.9,89.0,108.0,13.0
,,200.0,12426.0,-54.4,53.0,33.0,0.0
,,150.0,14205.0,-68.8,84.0,37.0,11.0
,,100.0,16573.0,-74.9,43.0,87.0,23.0
b'13.0000',b'-115.0000',1011.3,0.0,27.9,79.0,145.0,7.0
,,1000.0,99.0,26.8,79.0,145.0,8.0
,,975.0,323.0,24.6,87.0,142.0,8.0
,,950.0,551.0,22.6,94.0,136.0,8.0
,,925.0,784.0,21.4,90.0,116.0,8.0
,,900.0,1022.0,20.2,87.0,108.0,10.0
,,850.0,1514.0,18.2,77.0,104.0,11.0
,,800.0,2033.0,16.0,65.0,101.0,11.0
,,750.0,2579.0,12.9,62.0,109.0,12.0
,,700.0,3155.0,9.2,63.0,123.0,16.0
,,650.0,3766.0,6.2,58.0,125.0,21.0
,,600.0,4419.0,3.2,55.0,119.0,21.0
,,550.0,5119.0,-1.8,77.0,114.0,18.0
,,500.0,5871.0,-6.5,86.0,112.0,17.0
,,450.0,6688.0,-10.8,97.0,91.0,17.0
,,400.0,7586.0,-15.8,99.0,85.0,20.0
,,350.0,8580.0,-22.4,100.0,89.0,15.0
,,300.0,9693.0,-30.7,99.0,81.0,12.0
,,250.0,10957.0,-42.0,99.0,87.0,7.0
,,200.0,12425.0,-54.6,68.0,65.0,7.0
,,150.0,14206.0,-68.1,71.0,46.0,13.0
,,100.0,16572.0,-75.5,50.0,84.0,22.0
b'13.0000',b'-114.0000',1011.4,0.0,27.9,78.0,161.0,7.0
,,1000.0,100.0,26.8,78.0,161.0,7.0
,,975.0,324.0,24.6,86.0,158.0,7.0
,,950.0,552.0,22.5,96.0,153.0,6.0
,,925.0,784.0,21.1,93.0,125.0,7.0
,,900.0,1022.0,20.2,85.0,113.0,8.0
,,850.0,1515.0,18.2,73.0,107.0,10.0
,,800.0,2033.0,15.9,68.0,104.0,10.0
,,750.0,2580.0,12.9,67.0,108.0,10.0
,,700.0,3156.0,9.2,70.0,114.0,13.0
,,650.0,3767.0,6.1,66.0,116.0,16.0
,,600.0,4420.0,2.9,60.0,112.0,19.0
,,550.0,5119.0,-1.6,69.0,109.0,19.0
,,500.0,5872.0,-6.2,80.0,114.0,17.0
,,450.0,6690.0,-10.8,82.0,100.0,16.0
,,400.0,7586.0,-16.1,93.0,90.0,21.0
,,350.0,8580.0,-22.3,90.0,90.0,14.0
,,300.0,9694.0,-30.8,84.0,85.0,9.0
,,250.0,10958.0,-41.7,100.0,43.0,6.0
,,200.0,12425.0,-55.0,84.0,51.0,9.0
,,150.0,14204.0,-68.2,83.0,55.0,16.0
,,100.0,16575.0,-75.7,53.0,89.0,18.0
b'13.0000',b'-113.0000',1011.5,0.0,28.0,77.0,176.0,5.0
,,1000.0,101.0,26.9,78.0,176.0,5.0
,,975.0,325.0,24.7,86.0,174.0,5.0
,,950.0,553.0,22.5,95.0,167.0,4.0
,,925.0,785.0,20.9,96.0,140.0,5.0
,,900.0,1023.0,20.2,82.0,123.0,7.0
,,850.0,1516.0,18.2,77.0,112.0,9.0
,,800.0,2034.0,15.9,70.0,105.0,9.0
,,750.0,2580.0,12.9,71.0,97.0,8.0
,,700.0,3157.0,9.2,75.0,95.0,9.0
,,650.0,3769.0,6.1,65.0,108.0,13.0
,,600.0,4421.0,2.8,52.0,108.0,18.0
,,550.0,5120.0,-1.6,58.0,104.0,19.0
,,500.0,5872.0,-6.1,68.0,115.0,16.0
,,450.0,6690.0,-10.6,79.0,106.0,12.0
,,400.0,7587.0,-16.3,87.0,93.0,18.0
,,350.0,8581.0,-22.3,76.0,100.0,11.0
,,300.0,9694.0,-30.9,81.0,84.0,6.0
,,250.0,10958.0,-41.7,95.0,45.0,8.0
,,200.0,12426.0,-54.8,97.0,22.0,12.0
,,150.0,14202.0,-68.7,98.0,63.0,17.0
,,100.0,16578.0,-75.2,44.0,92.0,17.0
b'13.0000',b'-112.0000',1011.5,0.0,27.9,76.0,176.0,3.0
,,1000.0,101.0,26.9,78.0,175.0,3.0
,,975.0,325.0,24.7,86.0,173.0,3.0
,,950.0,553.0,22.5,95.0,166.0,3.0
,,925.0,785.0,21.1,94.0,131.0,4.0
,,900.0,1023.0,20.2,88.0,113.0,6.0
,,850.0,1516.0,18.1,81.0,101.0,6.0
,,800.0,2034.0,15.7,74.0,89.0,6.0
,,750.0,2580.0,12.8,75.0,80.0,8.0
,,700.0,3157.0,9.4,75.0,91.0,10.0
,,650.0,3769.0,6.4,67.0,104.0,15.0
,,600.0,4422.0,2.7,69.0,103.0,18.0
,,550.0,5121.0,-1.8,77.0,102.0,17.0
,,500.0,5873.0,-5.9,69.0,114.0,14.0
,,450.0,6691.0,-10.8,77.0,116.0,9.0
,,400.0,7588.0,-16.5,94.0,85.0,14.0
,,350.0,8580.0,-22.4,68.0,90.0,12.0
,,300.0,9693.0,-30.9,69.0,68.0,5.0
,,250.0,10957.0,-41.7,96.0,32.0,9.0
,,200.0,12426.0,-54.5,98.0,11.0,14.0
,,150.0,14204.0,-69.1,100.0,56.0,15.0
,,100.0,16577.0,-74.5,34.0,94.0,19.0
b'13.0000',b'-111.0000',1011.4,0.0,27.9,75.0,111.0,2.0
,,1000.0,101.0,26.9,78.0,110.0,2.0
,,975.0,324.0,24.7,86.0,104.0,2.0
,,950.0,552.0,22.8,90.0,92.0,2.0
,,925.0,785.0,21.5,84.0,85.0,3.0
,,900.0,1023.0,20.2,80.0,86.0,5.0
,,850.0,1516.0,18.0,78.0,79.0,6.0
,,800.0,2034.0,15.6,77.0,72.0,7.0
,,750.0,2580.0,12.8,74.0,77.0,10.0
,,700.0,3157.0,9.7,74.0,91.0,12.0
,,650.0,3770.0,6.4,72.0,101.0,15.0
,,600.0,4422.0,2.4,77.0,102.0,17.0
,,550.0,5121.0,-2.0,84.0,105.0,17.0
,,500.0,5873.0,-6.1,84.0,112.0,12.0
,,450.0,6691.0,-10.8,81.0,117.0,8.0
,,400.0,7587.0,-16.4,92.0,97.0,9.0
,,350.0,8580.0,-22.6,83.0,83.0,11.0
,,300.0,9692.0,-31.0,81.0,77.0,8.0
,,250.0,10956.0,-41.6,91.0,28.0,10.0
,,200.0,12426.0,-54.2,100.0,9.0,13.0
,,150.0,14205.0,-69.3,100.0,39.0,12.0
,,100.0,16575.0,-74.5,34.0,95.0,21.0
b'13.0000',b'-110.0000',1011.4,0.0,28.1,74.0,65.0,2.0
,,1000.0,100.0,27.0,76.0,62.0,2.0
,,975.0,324.0,24.8,83.0,57.0,3.0
,,950.0,552.0,22.9,88.0,53.0,4.0
,,925.0,785.0,21.5,86.0,59.0,4.0
,,900.0,1023.0,20.2,83.0,64.0,4.0
,,850.0,1515.0,17.9,82.0,59.0,5.0
,,800.0,2033.0,15.5,78.0,68.0,8.0
,,750.0,2579.0,12.9,72.0,79.0,11.0
,,700.0,3157.0,10.1,65.0,95.0,14.0
,,650.0,3770.0,6.9,55.0,103.0,17.0
,,600.0,4423.0,2.6,57.0,104.0,16.0
,,550.0,5121.0,-1.9,65.0,108.0,15.0
,,500.0,5873.0,-6.2,78.0,115.0,13.0
,,450.0,6691.0,-10.8,82.0,115.0,8.0
,,400.0,7588.0,-16.3,87.0,113.0,8.0
,,350.0,8580.0,-22.8,89.0,92.0,8.0
,,300.0,9692.0,-30.9,71.0,70.0,8.0
,,250.0,10956.0,-41.6,87.0,22.0,9.0
,,200.0,12427.0,-54.2,98.0,5.0,15.0
,,150.0,14205.0,-69.3,100.0,13.0,13.0
,,100.0,16574.0,-74.6,34.0,95.0,21.0
b'13.0000',b'-109.0000',1011.2,0.0,28.5,73.0,60.0,4.0
,,1000.0,99.0,27.2,74.0,58.0,4.0
,,975.0,323.0,25.2,82.0,56.0,5.0
,,950.0,551.0,23.0,91.0,53.0,5.0
,,925.0,784.0,21.0,96.0,50.0,5.0
,,900.0,1022.0,20.2,87.0,49.0,5.0
,,850.0,1514.0,18.1,78.0,65.0,6.0
,,800.0,2033.0,15.9,71.0,74.0,9.0
,,750.0,2579.0,13.2,64.0,86.0,11.0
,,700.0,3158.0,10.5,49.0,100.0,14.0
,,650.0,3771.0,7.0,41.0,100.0,16.0
,,600.0,4423.0,2.7,38.0,100.0,16.0
,,550.0,5121.0,-1.8,38.0,107.0,15.0
,,500.0,5873.0,-6.2,55.0,118.0,13.0
,,450.0,6691.0,-10.8,72.0,119.0,9.0
,,400.0,7587.0,-16.1,76.0,120.0,8.0
,,350.0,8580.0,-22.7,87.0,86.0,8.0
,,300.0,9692.0,-30.8,58.0,52.0,7.0
,,250.0,10957.0,-41.6,59.0,19.0,5.0
,,200.0,12427.0,-54.3,76.0,360.0,15.0
,,150.0,14205.0,-69.3,100.0,7.0,13.0
,,100.0,16574.0,-74.6,31.0,94.0,21.0
b'13.0000',b'-108.0000',1011.1,0.0,28.5,72.0,51.0,4.0
,,1000.0,98.0,27.4,73.0,50.0,4.0
,,975.0,322.0,25.2,80.0,49.0,4.0
,,950.0,550.0,23.0,89.0,47.0,4.0
,,925.0,783.0,21.1,94.0,46.0,4.0
,,900.0,1021.0,19.9,89.0,50.0,5.0
,,850.0,1513.0,18.5,71.0,72.0,7.0
,,800.0,2032.0,16.4,63.0,88.0,9.0
,,750.0,2580.0,13.7,53.0,97.0,11.0
,,700.0,3158.0,10.6,48.0,98.0,14.0
,,650.0,3771.0,6.9,41.0,92.0,15.0
,,600.0,4424.0,2.7,36.0,92.0,15.0
,,550.0,5121.0,-1.8,37.0,102.0,14.0
,,500.0,5873.0,-6.2,47.0,111.0,13.0
,,450.0,6690.0,-10.8,63.0,116.0,10.0
,,400.0,7587.0,-15.9,66.0,124.0,8.0
,,350.0,8580.0,-22.4,74.0,102.0,6.0
,,300.0,9693.0,-31.3,91.0,54.0,8.0
,,250.0,10956.0,-41.7,83.0,27.0,5.0
,,200.0,12427.0,-54.1,67.0,354.0,10.0
,,150.0,14205.0,-69.3,100.0,6.0,10.0
,,100.0,16574.0,-74.6,27.0,92.0,21.0
b'13.0000',b'-107.0000',1011.0,0.0,28.6,70.0,48.0,3.0
,,1000.0,97.0,27.5,71.0,47.0,3.0
,,975.0,321.0,25.4,79.0,46.0,3.0
,,950.0,550.0,23.2,88.0,46.0,3.0
,,925.0,783.0,21.0,96.0,47.0,4.0
,,900.0,1020.0,20.2,82.0,60.0,4.0
,,850.0,1514.0,18.7,68.0,90.0,6.0
,,800.0,2033.0,16.4,59.0,96.0,9.0
,,750.0,2580.0,13.6,58.0,94.0,12.0
,,700.0,3158.0,10.2,57.0,89.0,15.0
,,650.0,3771.0,6.8,45.0,82.0,14.0
,,600.0,4423.0,2.6,43.0,83.0,14.0
,,550.0,5121.0,-1.9,44.0,96.0,13.0
,,500.0,5872.0,-6.2,51.0,104.0,12.0
,,450.0,6690.0,-10.6,58.0,107.0,10.0
,,400.0,7587.0,-15.8,56.0,108.0,7.0
,,350.0,8581.0,-22.3,63.0,103.0,4.0
,,300.0,9694.0,-31.0,58.0,47.0,7.0
,,250.0,10957.0,-41.7,98.0,16.0,6.0
,,200.0,12426.0,-54.2,94.0,45.0,3.0
,,150.0,14206.0,-69.3,100.0,9.0,5.0
,,100.0,16574.0,-74.6,26.0,90.0,20.0
b'13.0000',b'-106.0000',1011.0,0.0,28.7,68.0,48.0,2.0
,,1000.0,97.0,27.7,69.0,48.0,2.0
,,975.0,321.0,25.5,76.0,48.0,3.0
,,950.0,550.0,23.4,84.0,48.0,3.0
,,925.0,783.0,21.7,84.0,55.0,3.0
,,900.0,1021.0,20.9,74.0,77.0,2.0
,,850.0,1514.0,18.7,69.0,94.0,5.0
,,800.0,2033.0,16.2,65.0,91.0,9.0
,,750.0,2580.0,13.2,68.0,86.0,12.0
,,700.0,3157.0,10.0,62.0,80.0,14.0
,,650.0,3770.0,6.6,52.0,73.0,14.0
,,600.0,4422.0,2.5,51.0,74.0,13.0
,,550.0,5120.0,-1.8,49.0,88.0,13.0
,,500.0,5872.0,-6.2,52.0,98.0,12.0
,,450.0,6689.0,-10.4,53.0,94.0,9.0
,,400.0,7587.0,-15.8,58.0,87.0,7.0
,,350.0,8581.0,-22.4,59.0,56.0,4.0
,,300.0,9693.0,-31.1,58.0,35.0,5.0
,,250.0,10957.0,-41.8,71.0,29.0,8.0
,,200.0,12427.0,-54.1,100.0,24.0,2.0
,,150.0,14206.0,-69.2,100.0,44.0,2.0
,,100.0,16574.0,-74.8,27.0,88.0,20.0
b'13.0000',b'-105.0000',1010.9,0.0,28.9,67.0,6.0,3.0
,,1000.0,96.0,27.9,68.0,6.0,3.0
,,975.0,321.0,25.7,75.0,9.0,3.0
,,950.0,549.0,23.5,84.0,12.0,3.0
,,925.0,782.0,21.9,85.0,27.0,3.0
,,900.0,1021.0,20.9,77.0,56.0,3.0
,,850.0,1515.0,18.6,74.0,85.0,6.0
,,800.0,2033.0,16.1,71.0,83.0,10.0
,,750.0,2580.0,12.9,72.0,77.0,12.0
,,700.0,3157.0,9.8,63.0,70.0,13.0
,,650.0,3769.0,6.4,54.0,67.0,14.0
,,600.0,4421.0,2.5,50.0,67.0,13.0
,,550.0,5119.0,-1.8,49.0,74.0,12.0
,,500.0,5871.0,-6.0,47.0,83.0,12.0
,,450.0,6688.0,-10.5,45.0,81.0,10.0
,,400.0,7586.0,-15.6,43.0,71.0,9.0
,,350.0,8580.0,-22.6,61.0,36.0,6.0
,,300.0,9692.0,-31.1,71.0,26.0,3.0
,,250.0,10956.0,-41.4,83.0,52.0,7.0
,,200.0,12427.0,-54.2,100.0,47.0,2.0
,,150.0,14205.0,-69.4,100.0,0.0,2.0
,,100.0,16575.0,-74.8,25.0,89.0,17.0
b'13.0000',b'-104.0000',1010.8,0.0,29.1,68.0,348.0,3.0
,,1000.0,96.0,28.1,68.0,349.0,4.0
,,975.0,320.0,25.9,75.0,352.0,4.0
,,950.0,549.0,23.7,84.0,356.0,3.0
,,925.0,782.0,21.6,91.0,6.0,3.0
,,900.0,1020.0,20.6,88.0,63.0,3.0
,,850.0,1514.0,18.9,75.0,94.0,8.0
,,800.0,2034.0,16.1,73.0,81.0,11.0
,,750.0,2580.0,12.9,71.0,72.0,11.0
,,700.0,3157.0,9.5,66.0,68.0,13.0
,,650.0,3768.0,6.1,56.0,66.0,15.0
,,600.0,4420.0,2.4,47.0,65.0,14.0
,,550.0,5117.0,-1.9,50.0,69.0,13.0
,,500.0,5869.0,-6.1,47.0,75.0,12.0
,,450.0,6687.0,-10.4,39.0,73.0,10.0
,,400.0,7585.0,-15.6,27.0,53.0,7.0
,,350.0,8579.0,-22.5,43.0,28.0,9.0
,,300.0,9690.0,-31.0,67.0,9.0,4.0
,,250.0,10955.0,-41.3,86.0,70.0,4.0
,,200.0,12428.0,-54.0,89.0,93.0,3.0
,,150.0,14206.0,-69.4,100.0,323.0,1.0
,,100.0,16575.0,-74.6,23.0,92.0,15.0
b'13.0000',b'-103.0000',1010.8,0.0,29.0,71.0,322.0,4.0
,,1000.0,95.0,27.9,72.0,323.0,4.0
,,975.0,320.0,25.8,79.0,327.0,4.0
,,950.0,549.0,23.7,87.0,332.0,5.0
,,925.0,782.0,22.0,86.0,353.0,3.0
,,900.0,1020.0,21.2,74.0,85.0,4.0
,,850.0,1514.0,18.7,71.0,84.0,10.0
,,800.0,2033.0,15.8,73.0,72.0,12.0
,,750.0,2579.0,12.6,73.0,67.0,12.0
,,700.0,3155.0,9.4,70.0,69.0,15.0
,,650.0,3767.0,6.2,59.0,71.0,18.0
,,600.0,4419.0,2.6,47.0,68.0,17.0
,,550.0,5117.0,-1.9,49.0,67.0,14.0
,,500.0,5869.0,-6.3,52.0,73.0,11.0
,,450.0,6686.0,-10.6,47.0,73.0,10.0
,,400.0,7583.0,-15.8,37.0,60.0,7.0
,,350.0,8576.0,-22.3,34.0,22.0,9.0
,,300.0,9689.0,-30.9,67.0,17.0,6.0
,,250.0,10955.0,-41.1,78.0,78.0,3.0
,,200.0,12429.0,-53.9,99.0,121.0,5.0
,,150.0,14207.0,-69.5,100.0,135.0,2.0
,,100.0,16575.0,-74.2,20.0,92.0,14.0
b'13.0000',b'-102.0000',1010.9,0.0,28.7,73.0,337.0,5.0
,,1000.0,96.0,27.6,73.0,338.0,5.0
,,975.0,321.0,25.8,75.0,343.0,5.0
,,950.0,550.0,24.2,72.0,3.0,5.0
,,925.0,783.0,22.8,71.0,34.0,5.0
,,900.0,1022.0,21.1,72.0,53.0,8.0
,,850.0,1515.0,18.2,76.0,65.0,13.0
,,800.0,2033.0,15.4,78.0,68.0,14.0
,,750.0,2578.0,12.4,78.0,66.0,15.0
,,700.0,3154.0,9.2,78.0,65.0,18.0
,,650.0,3766.0,6.0,73.0,67.0,19.0
,,600.0,4418.0,2.5,64.0,69.0,18.0
,,550.0,5116.0,-1.8,58.0,71.0,16.0
,,500.0,5867.0,-7.2,74.0,72.0,13.0
,,450.0,6682.0,-11.3,72.0,66.0,9.0
,,400.0,7578.0,-16.2,68.0,40.0,6.0
,,350.0,8571.0,-22.5,74.0,13.0,8.0
,,300.0,9684.0,-30.5,84.0,14.0,8.0
,,250.0,10953.0,-40.7,97.0,33.0,5.0
,,200.0,12429.0,-53.5,100.0,82.0,5.0
,,150.0,14208.0,-69.9,100.0,124.0,4.0
,,100.0,16574.0,-73.8,18.0,89.0,14.0
b'13.0000',b'-101.0000',1010.9,0.0,29.1,65.0,344.0,5.0
,,1000.0,97.0,28.2,64.0,345.0,5.0
,,975.0,321.0,26.4,65.0,355.0,5.0
,,950.0,550.0,24.8,66.0,15.0,6.0
,,925.0,784.0,23.0,69.0,35.0,8.0
,,900.0,1023.0,21.2,73.0,49.0,10.0
,,850.0,1516.0,17.8,81.0,65.0,13.0
,,800.0,2033.0,14.8,86.0,71.0,14.0
,,750.0,2578.0,11.7,90.0,71.0,14.0
,,700.0,3153.0,8.6,92.0,71.0,17.0
,,650.0,3764.0,5.4,90.0,74.0,18.0
,,600.0,4415.0,2.1,86.0,77.0,18.0
,,550.0,5114.0,-1.8,80.0,73.0,14.0
,,500.0,5866.0,-6.5,78.0,62.0,11.0
,,450.0,6682.0,-11.4,85.0,52.0,10.0
,,400.0,7578.0,-16.1,76.0,43.0,9.0
,,350.0,8571.0,-22.6,86.0,32.0,9.0
,,300.0,9684.0,-30.6,98.0,20.0,10.0
,,250.0,10952.0,-40.4,100.0,11.0,8.0
,,200.0,12430.0,-53.4,100.0,53.0,2.0
,,150.0,14209.0,-70.0,100.0,84.0,3.0
,,100.0,16576.0,-73.8,18.0,92.0,12.0
b'13.0000',b'-100.0000',1010.9,0.0,29.0,67.0,26.0,5.0
,,1000.0,96.0,28.1,64.0,26.0,6.0
,,975.0,321.0,26.6,64.0,31.0,7.0
,,950.0,550.0,24.9,66.0,44.0,8.0
,,925.0,784.0,23.1,69.0,60.0,10.0
,,900.0,1023.0,21.2,73.0,71.0,12.0
,,850.0,1516.0,17.7,82.0,81.0,13.0
,,800.0,2033.0,14.8,86.0,85.0,13.0
,,750.0,2578.0,12.0,87.0,88.0,14.0
,,700.0,3154.0,8.8,87.0,89.0,15.0
,,650.0,3764.0,5.2,89.0,90.0,17.0
,,600.0,4415.0,1.4,94.0,85.0,17.0
,,550.0,5111.0,-2.5,95.0,66.0,16.0
,,500.0,5863.0,-6.8,98.0,40.0,15.0
,,450.0,6679.0,-11.3,99.0,29.0,12.0
,,400.0,7575.0,-16.3,99.0,37.0,10.0
,,350.0,8568.0,-22.4,100.0,30.0,8.0
,,300.0,9683.0,-30.2,100.0,25.0,7.0
,,250.0,10952.0,-40.6,100.0,29.0,8.0
,,200.0,12429.0,-53.4,100.0,360.0,7.0
,,150.0,14209.0,-70.1,100.0,344.0,4.0
,,100.0,16574.0,-73.5,18.0,84.0,17.0
b'13.0000',b'-99.0000',1010.8,0.0,29.2,70.0,39.0,10.0
,,1000.0,95.0,28.2,66.0,40.0,11.0
,,975.0,320.0,26.2,69.0,41.0,11.0
,,950.0,549.0,24.5,71.0,51.0,12.0
,,925.0,782.0,23.0,70.0,71.0,12.0
,,900.0,1021.0,21.2,72.0,87.0,11.0
